name,price,description,sku,bottle_size,alcohol_vol,sugar_content,varietal,country,region,score,wine_type,group
Casa Marin Syrah Litoral Vineyard 2013,34.5,syrah litoral newest member casa marin line typifies visionary cuttingedge style forget classic syrah prepared try something unique wine originates extreme coastal climate grape handpicked first two week may punch down daily pumpovers done encourage useful aeration wine fermented natural yeast aged month used french oak barrel new oak added young serious syrah nose sweet spicy time showing subtle aroma balsamic floral note lavender violet clean pure palate intense sharp acidity,649151,750,12.0,,shiraz/syrah,Chile,,,red,LCBO
Stoller Family Chardonnay 2016,27.95,bright chardonnay leanness salty tang albarino lemony scent bonedry flavor carry saltair crispness irresistible vivacious appeal would pair well roast clam score oct,461574,750,13.5,2.0,chardonnay,USA,Oregon,92.0,white,VINTAGES
William Fèvre Champs Royaux Chablis 2017,27.95,fruit three thousand hectare chablis aop vine go bottling soil course kimmeridgian chalk clay limestone must handled gravity maturation continued principally stainless steel ten percent french oak barrel result shiny chablis wellmade seamless aromatics pineappley breezy whiff sage green grass yellow citrus sea body medium weight sharp ponderous mostly right wine vanishes flourish lemony chalk pair fresh young cheese shellfish salad tossed fruity olive oil poached chicken picnic sandwich slathered green olive tapenade aioli meg houston maker sept,461640,750,12.5,2.0,chardonnay,France,Burgundy,,white,VINTAGES
Torley Muscat,7.7,made highly aromatic muscat grape pale lemon colour lovely aroma lemon lime peach floral blossom palate offdry medium bodied filled flavour lemon lime yellow plum ripe nectarine bright acidity creates balance allows clean finish,462747,750,10.0,31.0,muscat,Hungary,,,white,LCBO
Bonne Huteau Muscadet Gautronnieres 2016,22.4,mineral driven muscadet lot slate wet rock pouring backbone citrus fresh acidity great range way simply,463850,750,12.0,,melon de bourgogne,France,,,white,LCBO
Rodney Strong Sonoma Coast Chardonnay 2015,29.95,wine cool site county overdelivers price floral pear nutmeg orange peel flavor give crispness savory bite tart grapefruit note provide additional liveliness focused bright well worth stockpiling editor choice score virginie boone wine enthusiast aug,465724,750,14.3,6.0,chardonnay,USA,California,92.0,white,VINTAGES
Craggy Range Te Muna Road Single Vineyard Sauvignon Blanc 2017,26.95,polished key lime green apple peach melon flavor appealing saline note add mouthwatering quality smooth lush finish drink smart buy score maryann worobiec april,466011,750,13.3,4.0,sauvignon blanc,New Zealand,Martinborough,90.0,white,VINTAGES
Moselland Goldschild Single Vineyard Riesling Kabinett 2016,14.75,quite plex semisweet riesling bursting ripe peach apricot petrol mineral brilliant acidity counterpoint sweetness touch spritz enhances wine vibrancy chill sip spicy coconut grilled shrimp sizzling sausage topped sauerkraut vintage panel sept,466052,750,8.3,43.0,riesling kabinett,Germany,Mosel,,white,VINTAGES
Twist Of Fate Winemaker's White,7.75,aromatic white pours pale lemon fragrant aroma citrus lychee passion fruit palate dry touch residual sweetness balance medium acidity flavour preserved peach apple white grape followed medium length fruitdriven finish,466318,750,12.3,13.0,white,Canada,,,white,LCBO
Maison Leroy Bourgogne Blanc 2016,149.0,na,467241,750,13.0,2.0,chardonnay,France,Burgundy,,white,VINTAGES
Boland Cellar Five Climates Chenin Blanc 2017,13.35,fort convenience versatile white never overstated case point fresh juicy option asserts citrusy character unfolding smooth grace every sip way,467257,750,13.5,,chenin blanc,South Africa,,,white,LCBO
Trail Estate Riesling 2014,15.75,trail estate went correct route opting middle road handling towards achieving balance lightly fraught lucidity need lincoln lakeshore riesling niagara tract good rarely great undertaking fruit ed hughes vineyard done stainless steel ferment minor lee contact vineyard demand aridity character juicier marked bitter elevated pinch chaw finishing apple stone crumble riesling solid foundational fabric drink score michael godel april,468082,750,12.9,9.0,riesling,Canada,Ontario,88.0,white,VINTAGES
River Road Riesling Gewürztraminer VQA,14.1,straw colour fresh citrus lychee spice aroma flavour crisp balanced refreshing wine,468231,750,12.5,18.0,riesling,Canada,Ontario,,white,LCBO
Casa Marin Cartagena Garnacha Syrah 2015,25.95,garnacha newer exciting red variety within casa marin portfolio planted order blend cool climate syrah deep aroma also balance freshness energy allows wine playful precocious accented aroma spice palate present great fronttoback seamlessness fine continuity length give wine length vibrant acid balanced tannin,649243,750,13.5,,shiraz/grenache,Chile,,,red,LCBO
Casa Marin Pinot Noir Lo Abarca Hills Vineyard 2011,60.15,pinot noir grand cru casa marins portfolio lo abarca hill referring vineyard surround village lo abarca best soil found consisting limestone marine deposit wine spontaneously fermented stainless steel transferred french oak barrel percent consist new oak month fermentation bottled stored three year winery let age develop plexity serious pinot noir seductively perfumed bouquet red dark cherry plum subtle spicy clove note nose enhanced elegant refined palate displaying richness generosity plex palate layered plemented fine silky tannin,649268,750,13.5,,pinot noir,Chile,,,red,LCBO
Fonte da Serrana Red 2017,11.25,bold yet elegant wine delivers red fruit spice floral aroma crafted grape grown claylimestone soil portugal alentejo region fresh approachable style try steak dinner,854810,750,13.5,,red,Portugal,Alentejo,,red,LCBO
Syrah Miramar Vineyard 2010,60.15,syrah probably best expression lo abarca ing truly cool climate difficulty ripening due low temperature coastal fog result wine low alcohol high acidity syrah lover wine probably unexpected version chilean syrah jancis robinson mentioned would hate get wine blind tasting would put towards northern rhone nose floral show red fruit spice fresh white black pepper palate delicate elegance firm acidity full red fruit must try syrah chile,649136,750,12.0,,shiraz/syrah,Chile,,,red,LCBO
Casa Marin Cartagena Pinot Noir 2016,25.95,casa marin produce four different pinot noirs originating different lo abarca vineyard block different soil clone vinification method result pletely different pinot noirs cartagena pinot noir described casa marins fruity fresh one e mainly clay soil harvested two week earlier pinot noirs wine aged month french oak barrel without new oak pinot noir le intense color intense red fruit aroma lively acidity give wine depth,649219,750,14.0,,pinot noir,Chile,,,red,LCBO
Frescaripa Bardolino Classico DOC 2017,14.95,medium density cherry red colour cherry plum hint pepper nose delightful crisp good supporting acidity flavour cherry blackcurrants,539329,750,12.0,,corvina,Italy,Veneto,,red,LCBO
Peller Family Vineyards Merlot,9.95,smooth fruity merlot thats sourced fine vineyard canada around world glass medium ruby colour show aroma plum cherry nutmeg herb palate medium bodied dry ripe red berry character note violet dried herb spice well suited occasion,667105,750,12.0,10.0,merlot,Canada,Ontario,,red,LCBO
Lingua Franca Avni Pinot Noir 2016,69.0,wine medium plex floral mineral red cherry black plum fruit tone long round finish,824466,750,13.5,,pinot noir,USA,Oregon,,red,LCBO
Proemio Wines Miravalles Cabernet Sauvignon 2017,14.8,deep red colour ruby sparkle aroma blackberry pepper note cherry great fullness mouth mixture red fruit spice sweet tannin harmonious finish,645316,750,13.7,,cabernet sauvignon,Argentina,,,red,LCBO
Kaapzicht Cabernet Sauvignon 2016,36.1,deep ruby saturated opaque center abundance blackcurrant fynbos fennel inky succulence firm wellmanaged tannin rich fruit beautifully balanced integrated oak flavour lending depth plexity,818807,750,14.0,,cabernet sauvignon,South Africa,,,red,LCBO
Kaapzicht Estate Red 2015,17.55,inky deep purple blend offer youthful incensed aroma sweet perfume wild dark berry sweet spice musk palate lush supple juicy showing bold sweet fruit kirsch sour cherry nicely framed freshness good wood integration soft tannin delicious partner rich venison casserole even strong cheese,818823,750,14.5,,shiraz/cabernet,South Africa,,,red,LCBO
Marziano Abbona Pressenda Barolo 2012,53.95,ripe cherry currant fruit offset tobacco tea tar note elegant densely structured red tight awkward ponents right place best score bruce sanderson june,276584,750,13.0,6.0,nebbiolo,Italy,Piedmont,92.0,red,VINTAGES
Egon Müller-Scharzhof Scharzhof Riesling 2017,68.0,effusive aroma white fruit blossom draw elegant polished saar riesling racy acidity beautifully balance touch sweetness steely finish super straight drink hold score james suckling june,468934,750,13.0,34.0,riesling,Germany,Mosel,92.0,white,VINTAGES
Henri Bourgeois La Bourgeoise Sancerre 2015,45.0,solid core grapefruit lemon peel note mixed white peach gooseberry flavor backed bright honeysuckle edge carried buried flinty spine light brioche hint weave throughout added range drink score james molesworth dec,469148,750,13.0,2.0,sauvignon blanc,France,Loire,92.0,white,VINTAGES
Pondview Estate Viognier 2015,17.15,na,469205,750,13.0,2.0,viognier,Canada,Ontario,,white,VINTAGES
Pascal Marchand Corton-Charlemagne Grand Cru 2014,209.95,na,469387,750,13.0,2.0,chardonnay,France,Burgundy,,white,VINTAGES
Frogpond Farm Organic Vidal 2014,14.15,frogpond farm jumped onto scene ontario first certified organic winery organic vidal offer subtle notion wildflower apricot lemon paraffin juicy melon pair chicken sandwich stuffed zucchini blossom vintage panel march,469429,750,12.6,4.0,vidal,Canada,Ontario,,white,VINTAGES
Esk Valley Pinot Gris 2017,22.0,rich fullbodied pinot gris balance flavour aroma stone fruit honey pear hint spice pair soft cheese grilled chicken pork tenderloin grilled trout,469584,750,13.0,,pinot gris,New Zealand,,,white,LCBO
Esk Valley Chardonnay 2016,27.95,interesting hint butter toasted nut subtle oak spice mingle soft flavour bright peach mediumbodied chardonnay hawkes bay soft textured suit rich seafood especially lobster scallop,469592,750,13.0,,chardonnay,New Zealand,,,white,LCBO
Cote Mas Blanc Mediterranee Vin De France,9.75,medium lemonyellow colour fragrant nose crisp apple citrus palate dry moderately intense medium acid mediumbody expect flavour yellow plum citrus followed medium length fresh finish,470013,750,12.5,4.0,white,France,,,white,LCBO
Vive La Vie Blanc Colombard Gros Manseng Vin De France,8.2,pouring clear pale lemon colour wine fragrant aroma floral pear palate dry lightbodied offer zingy acidity flavour citrus light tropical note followed medium length crisp finish,470211,750,11.5,8.0,colombard,France,,,white,LCBO
Curvos Loureiro 2018,12.95,na,471284,750,12.0,7.0,loureiro,Portugal,Vinho Verde,,white,VINTAGES
Le Domaine Saget Pouilly-Fumé 2014,25.95,blend four best parcel saget estate rich structured wine apple citrus yellow fruit flavor beginning integrate tight steely texture drink wine score roger voss wine enthusiast may,471540,750,12.5,2.0,sauvignon blanc,France,Loire,91.0,white,VINTAGES
Botter Amarone della Valpolicella 2015,44.95,founded carlo botter wife maria botter celebrated th anniversary last year especially floral smoky amarone rich note blackberry raisin good lift acidity savour blackened duck osso buco vintage panel june,496794,750,15.0,8.0,corvina/rondinella,Italy,Veneto,,red,VINTAGES
Hogue Genesis Syrah 2015,18.95,beginning genesis grown appellation horse heaven hill snipe mountain yakima valley brimming blueberry blackberry black cherry wrapped soft supple texture make great pairing beef tenderloin duck breast tangy redwineandblueberry sauce vintage panel april,687822,750,13.9,4.0,shiraz/syrah,USA,Washington,,red,VINTAGES
Tahbilk Estate Shiraz 2016,22.95,tahbilk founded long favourite vintage customer shiraz lush structured wine powerfully articulated dark berry spice vanilla dark chocolate big bold characteristically tightknit plete good freshness try peppery roast beef vintage panel may,214742,750,14.5,6.0,shiraz/syrah,Australia,Victoria,,red,VINTAGES
Château Peyrabon 2015,28.95,barrel sample dark tannin layer blackplum flavor give wine weight richness structure showing dry edge alongside spice juicy aftertaste score roger voss wine enthusiast april,10538,750,11.0,3.0,bordeaux,France,Bordeaux,91.0,red,VINTAGES
Château Vieille Dynastie 2016,28.95,concours general paris include tasting note score silver concours general paris,374264,750,13.0,6.0,bordeaux,France,Bordeaux,,red,VINTAGES
